window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,pd_p_count,pd_d_count,pd_both_count,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,personalities_recorded,max_relaxed_lifespan,max_strict_lifespan,identity_stable,identity_drift,identity_new,identity_reformation,mean_jaccard,motif_alpha,motif_beta,motif_gamma,cooled_nodes,mean_cooling_factor,z_hardened,z_softened,z_tensioned
105,3796,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.585,0.0995,1,32.9,2,0.0,0.0,0.0,0,0,0,0,0,19,31,50,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1995,221,54211
106,3794,2354,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4591,-0.1258,1,32.0,2,0.0,0.0,0.0,0,0,0,0,0,14,30,44,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1272,174,54808
107,3790,2257,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9056,0.4465,1,31.7,2,0.0,0.0,0.0,0,0,0,0,0,14,30,44,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1364,165,53835
108,3783,2338,2,0,2,5,0.375,1,0,0,0,0,0,0,0,3,1.971,0.0653,1,32.7,2,0.0,0.0,0.0,0,0,0,0,0,14,30,44,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1409,136,52320
109,3774,2326,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.9502,-0.0207,2,31.6,2,0.0,0.0,0.0,0,0,0,0,0,15,31,46,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1485,170,53181
110,3767,2246,1,0,1,3,0.4444,1,0,0,0,0,0,0,0,3,1.8366,-0.1136,2,32.6,2,0.0,0.0,0.0,0,0,0,0,0,17,37,54,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1305,162,54149
111,3762,2229,1,0,1,5,0.2667,3,0,0,0,0,0,0,0,3,1.8676,0.031,2,31.7,2,0.0,0.0,0.0,0,0,0,0,0,18,33,51,0.0,0,3,3,0,0,0,1,0.0,0,0,0,0,1.0,1426,177,54645
112,3752,2343,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8464,-0.0212,2,32.7,3,0.0,0.0,0.0,0,0,0,0,0,18,39,57,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1799,146,51483
113,3747,2341,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.4855,-0.361,1,31.9,3,0.0,0.0,0.0,0,0,0,0,0,15,26,41,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2026,143,55078
114,3744,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8911,0.4056,1,31.9,3,0.0,0.0,0.0,0,0,0,0,0,15,26,41,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1186,190,57420
115,3736,2327,2,0,2,5,1.2,1,0,0,0,0,0,0,0,3,1.8911,0.0,1,32.0,3,0.0,0.0,0.0,0,0,0,0,0,15,25,40,0.0,1,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1056,150,53993
116,3729,2343,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,3,1.8496,-0.0415,1,32.6,3,0.0,0.0,0.0,0,0,0,0,0,15,25,40,0.0,1,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2179,91,55341
117,3726,2332,1,0,1,4,0.75,1,0,0,0,0,0,0,0,3,1.6729,-0.1767,2,32.0,3,0.0,0.0,0.0,0,0,0,0,0,17,30,47,0.0,1,1,1,0,0,1,0,0.0,0,0,0,1,0.9821,2625,178,54240
118,3721,2323,1,0,1,3,0.4,1,0,0,0,0,0,0,0,3,1.4183,-0.2546,2,33.2,3,0.0,0.0,0.0,0,0,0,0,0,20,35,55,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2270,154,54973
119,3711,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8774,0.4591,2,31.8,3,0.0,0.0,0.0,0,0,0,0,0,22,37,59,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2843,229,53460
120,3700,2234,2,0,2,5,1.25,2,0,0,0,0,0,0,0,3,1.922,0.0446,1,32.5,3,0.0,0.0,0.0,0,0,0,0,0,20,36,56,0.0,1,2,2,0,0,1,1,0.0,0,0,0,0,1.0,2414,285,53619
121,3693,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9242,0.0022,1,31.4,3,0.0,0.0,0.0,0,0,0,0,0,18,36,54,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2555,177,54854
122,3685,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9242,0.0,1,30.9,3,0.0,0.0,0.0,0,0,0,0,0,22,41,63,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,3508,168,53259
123,3673,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8113,-0.1129,1,32.6,2,0.0,0.0,0.0,0,0,0,0,0,12,31,43,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2123,264,51352
124,3663,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4591,-0.3521,1,31.8,2,0.0,0.0,0.0,0,0,0,0,0,12,31,43,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1190,173,51584
125,3650,2218,3,0,3,4,1.5,1,0,0,0,0,0,0,0,3,1.4591,0.0,1,32.8,2,0.0,0.0,0.0,0,0,0,0,0,12,29,41,0.0,0,1,1,0,0,3,0,0.0,0,0,1,0,1.0,1160,200,51309
126,3641,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8424,0.3832,1,31.6,2,0.0,0.0,0.0,0,0,0,0,0,12,29,41,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1289,230,52425
127,3636,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9183,0.0759,1,32.5,2,0.0,0.0,0.0,0,0,0,0,0,14,32,46,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,977,164,50751
128,3633,2183,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9183,0.0,1,30.8,2,0.0,0.0,0.0,0,0,0,0,0,11,27,38,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1392,146,48624
129,3624,2242,2,0,2,5,1.0667,1,0,0,0,0,0,0,0,3,0.9183,-1.0,1,31.4,2,0.0,0.0,0.0,0,0,0,0,0,8,24,32,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1054,189,51670
130,3619,2170,2,0,2,5,1.6,1,0,0,0,0,0,0,0,0,0.9183,0.0,1,32.4,2,0.0,0.0,0.0,0,0,0,0,0,8,19,27,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,516,149,51083
131,3617,2167,1,0,1,3,0.4444,1,0,0,0,0,0,0,0,3,1.4591,0.5409,2,31.4,2,0.0,0.0,0.0,0,0,0,0,0,12,26,38,0.0,0,1,1,0,0,1,0,0.0,0,0,0,1,0.975,815,120,52155
132,3610,2221,1,0,1,3,0.5714,1,0,0,0,0,0,0,0,3,1.4591,0.0,2,32.8,1,0.0,0.0,0.0,0,0,0,0,0,9,18,27,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1253,165,52475
133,3605,2091,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.971,0.5118,2,31.8,1,0.0,0.0,0.0,0,0,0,0,0,11,19,30,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1666,91,48990
134,3604,2212,2,0,2,4,0.6667,2,0,0,0,0,0,0,0,3,1.8911,-0.0799,2,32.9,1,0.0,0.0,0.0,0,0,0,0,0,13,24,37,0.0,0,2,2,0,1,1,0,0.8,0,0,0,0,1.0,2131,188,49398
135,3602,2238,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9363,0.0452,2,31.6,2,0.8,0.8,0.0182,0,0,0,0,0,14,29,43,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2149,178,49715
136,3598,2199,2,0,2,4,1.5,2,0,0,0,0,0,0,0,3,1.8352,-0.101,1,31.7,2,0.8,0.8,0.0182,0,0,0,0,0,18,32,50,0.0,0,2,2,0,0,1,1,0.0,0,0,1,0,1.0,2102,131,51774
137,3595,2236,1,0,1,5,1.0,1,0,0,0,0,0,0,0,3,1.7759,-0.0594,1,32.5,2,0.8,0.8,0.0222,0,0,0,0,0,15,25,40,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1865,121,52297
138,3594,2247,1,0,1,3,0.4,1,0,0,0,0,0,0,0,3,1.7345,-0.0413,2,31.2,2,0.8,0.8,0.02,0,0,0,0,0,17,30,47,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2611,165,49696
139,3585,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6106,-0.1239,2,31.7,2,0.8,0.8,0.0182,0,0,0,0,0,21,32,53,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2564,196,49680
140,3583,2190,2,0,2,5,1.0,2,0,0,0,0,0,0,0,1,1.685,0.0744,1,31.5,2,0.8,0.8,0.0182,0,0,0,0,0,23,34,57,0.0,0,2,2,0,0,0,2,0.0,0,0,0,0,1.0,2548,149,50791
141,3582,2238,1,0,1,3,0.2667,1,0,0,0,0,0,0,0,1,1.9561,0.2711,1,31.6,2,0.8,0.8,0.0222,0,0,0,0,0,19,27,46,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,3385,232,50472
142,3572,2096,1,0,1,3,0.0,2,0,0,0,0,0,0,0,2,1.971,0.0149,2,30.9,2,0.8,0.8,0.0222,0,0,0,0,0,20,36,56,0.0,0,2,2,1,0,0,0,1.0,0,0,0,0,1.0,3481,128,47776
143,3568,2237,1,0,1,3,0.0,3,0,0,0,0,0,0,0,1,1.9808,0.0099,2,32.1,2,0.9,1.0,0.025,0,0,0,0,0,20,38,58,0.0,0,3,3,1,0,0,0,1.0,0,0,0,0,1.0,4091,188,49274
144,3561,2257,1,0,1,4,1.0,3,0,0,0,0,0,0,0,2,1.9561,-0.0248,2,31.4,3,0.9333,1.0,0.025,0,0,0,0,0,21,45,66,0.0,1,3,3,0,0,0,1,0.0,0,0,0,0,1.0,4243,326,51511
145,3556,2229,1,0,1,5,1.2,1,0,0,0,0,0,0,0,1,1.8843,-0.0718,2,32.4,3,0.9333,1.0,0.025,0,0,0,0,0,23,54,77,0.0,2,1,1,0,0,1,0,0.0,0,0,0,0,1.0,3915,234,50217
146,3551,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.933,0.0487,2,31.2,3,1.0,1.0,0.0,0,0,0,0,0,18,48,66,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1.0,5012,239,49241
147,3548,2185,1,0,1,5,1.6,1,0,0,0,0,0,0,0,3,1.9667,0.0337,1,32.5,3,1.0,1.0,0.0,0,0,0,0,0,21,50,71,0.0,2,1,1,0,0,1,0,0.0,0,0,0,0,1.0,6101,228,46728
148,3540,2266,2,0,2,5,1.6,1,0,0,0,0,0,0,0,3,1.9819,0.0152,1,31.5,3,1.0,1.0,0.0,0,0,0,0,0,17,40,57,0.0,2,1,1,0,0,2,0,0.0,0,0,0,0,1.0,6775,245,47357
149,3539,2227,3,0,3,5,1.0667,2,0,0,0,0,0,0,0,3,1.9597,-0.0222,2,32.5,3,1.0,1.0,0.0,0,0,0,0,0,16,39,55,0.0,2,2,2,1,0,2,0,1.0,0,0,0,0,1.0,6865,264,48282
150,3537,2193,3,0,3,5,0.4444,1,0,0,0,0,0,0,0,3,1.9878,0.0281,2,31.2,3,1.0,1.0,0.0,0,0,0,0,0,22,46,68,0.0,2,1,1,0,0,3,0,0.0,0,0,0,0,1.0,6732,332,48296
151,3525,2198,2,0,2,4,1.2,1,0,0,0,0,0,0,0,3,1.9837,-0.0041,2,32.8,3,1.0,1.0,0.0,0,0,0,0,0,27,55,82,0.0,2,1,1,0,0,2,0,0.0,0,0,1,0,1.0,6597,299,50289
152,3519,2159,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,3,1.9495,-0.0342,2,32.4,3,1.0,1.0,0.0,0,0,0,0,0,33,52,85,0.0,2,1,1,0,0,1,0,0.0,0,0,0,0,1.0,4789,432,47819
153,3516,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9928,0.0433,2,31.3,3,1.0,1.0,0.0,0,0,0,0,0,38,56,94,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1.0,3663,342,47554
154,3507,2095,1,0,1,3,0.2222,1,0,0,0,0,0,0,0,3,1.8424,-0.1504,1,31.1,3,1.0,1.0,0.0,0,0,0,0,0,38,57,95,0.0,2,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2968,390,46500
155,3500,2053,2,0,2,5,0.6667,1,0,0,0,0,0,0,0,3,1.9183,0.0759,1,32.0,3,1.0,1.0,0.0,0,0,0,0,0,33,38,71,0.0,1,1,1,0,0,2,0,0.0,0,0,0,1,0.9524,1478,344,46515
156,3495,2067,1,0,1,3,0.0,2,0,0,0,0,0,0,0,0,1.585,-0.3333,2,30.5,2,1.0,1.0,0.0,0,0,0,0,0,35,38,73,0.0,0,2,2,0,1,0,0,0.6,0,0,0,0,1.0,623,365,47775
157,3487,2149,3,0,3,5,0.4,1,0,0,0,0,0,0,0,3,1.5219,-0.063,2,31.9,2,0.8,1.0,0.0286,0,0,0,0,0,39,48,87,0.0,0,1,1,0,0,3,0,0.0,0,0,0,0,1.0,533,227,49152
158,3479,2128,2,0,2,4,0.6667,1,0,0,0,0,0,0,0,3,1.5613,0.0394,2,30.7,2,0.8,1.0,0.0235,0,0,0,0,0,41,55,96,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,871,235,48946
159,3470,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5305,-0.0308,2,31.9,2,0.8,1.0,0.0222,0,0,0,0,0,44,63,107,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1140,268,47827
160,3460,2055,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.7296,0.1991,1,30.9,2,0.8,1.0,0.0235,0,0,0,0,0,44,67,111,0.0,0,1,1,0,0,1,0,0.0,0,0,0,1,0.9545,1684,210,45216
161,3455,2036,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.761,0.0314,1,31.8,2,0.6,0.6,0.0267,0,0,0,0,0,35,53,88,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1746,202,46932
162,3446,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6577,-0.1032,2,31.3,2,0.6,0.6,0.0308,0,0,0,0,0,30,46,76,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2470,213,47372
163,3440,2126,2,0,2,4,2.0,1,0,0,0,0,0,0,0,3,1.8586,0.2008,1,31.1,2,0.6,0.6,0.0364,0,0,0,0,0,27,46,73,0.0,0,1,1,0,0,2,0,0.0,0,0,1,0,1.0,1419,248,48389
164,3434,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.922,0.0635,1,32.3,2,0.6,0.6,0.0333,0,0,0,0,0,27,45,72,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1444,259,46498
165,3432,2104,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.922,0.0,1,31.1,2,0.6,0.6,0.0333,0,0,0,0,0,27,49,76,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2108,190,47902
166,3427,1991,1,0,1,5,0.8,2,0,0,0,0,0,0,0,3,1.8843,-0.0377,1,32.4,2,0.6,0.6,0.0364,0,0,0,0,0,23,44,67,0.0,0,2,2,0,0,0,1,0.0,0,0,0,1,0.9683,2448,244,46593
167,3425,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8366,-0.0477,1,31.1,2,0.6,0.6,0.04,0,0,0,0,0,23,42,65,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1800,264,46622
168,3420,2033,3,0,3,5,1.6,2,0,0,0,0,0,0,0,1,1.8464,0.0098,1,32.1,2,0.0,0.0,0.0,0,0,0,0,0,15,27,42,0.0,0,2,2,0,0,2,1,0.0,0,0,0,0,1.0,1551,193,47287
169,3417,2047,1,0,1,5,0.7273,2,0,0,0,0,0,0,0,2,1.9502,0.1038,1,30.9,2,0.0,0.0,0.0,0,0,0,0,0,10,20,30,0.0,0,2,1,0,1,0,0,0.1111,0,0,0,0,1.0,1633,226,48356
170,3413,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0498,2,31.9,2,0.1111,0.1111,0.2286,0,0,0,0,0,11,21,32,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,953,235,46333
171,3413,2086,3,0,3,5,0.4444,2,0,0,0,0,0,0,0,2,1.9056,-0.0944,1,30.3,2,0.1111,0.1111,0.2286,0,0,0,0,0,17,26,43,0.0,0,2,2,0,0,2,1,0.0,0,0,0,0,1.0,974,205,47058
172,3407,2082,2,0,2,5,0.8,1,0,0,0,0,0,0,0,1,1.9056,0.0,1,31.7,2,0.1111,0.1111,0.2,0,0,0,0,0,13,24,37,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1162,213,47401
173,3400,2013,1,0,1,5,0.4,1,0,0,0,0,0,0,0,3,1.8366,-0.069,2,30.1,2,0.1111,0.1111,0.1778,0,0,0,0,0,14,26,40,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1661,164,46662
174,3397,2103,1,0,1,5,0.48,1,0,0,0,0,0,0,0,3,1.75,-0.0866,2,30.3,2,0.1111,0.1111,0.16,0,0,0,0,0,18,31,49,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1729,212,46066
175,3390,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9363,0.1863,2,31.9,2,0.1111,0.1111,0.1455,0,0,0,0,0,21,36,57,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1721,175,49071
176,3384,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.971,0.0347,1,30.4,2,0.1111,0.1111,0.1455,0,0,0,0,0,24,38,62,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2244,135,47714
177,3380,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9056,-0.0653,1,31.5,2,0.1111,0.1111,0.1455,0,0,0,0,0,24,38,62,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2625,183,46096
178,3374,2038,3,0,3,4,0.6667,1,0,0,0,0,0,0,0,3,1.9056,0.0,1,31.0,2,0.1111,0.1111,0.16,0,0,0,0,0,22,34,56,0.0,0,1,1,0,0,3,0,0.0,0,0,0,0,1.0,1722,212,46151
179,3367,2039,1,0,1,3,0.0,2,0,0,0,0,0,0,0,3,1.585,-0.3207,1,31.7,2,0.1111,0.1111,0.1231,0,0,0,0,0,22,34,56,0.0,0,2,2,1,0,0,0,1.0,0,0,0,0,1.0,1778,183,47074
180,3361,2122,2,0,2,6,0.5714,2,0,0,0,0,0,0,0,3,1.8366,0.2516,2,30.4,2,0.5555,1.0,0.1455,0,0,0,0,0,29,39,68,0.0,0,2,2,0,0,0,2,0.0,0,0,0,0,1.0,2003,149,47192
181,3352,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7885,-0.0481,2,31.9,2,1.0,1.0,0.0,0,0,0,0,0,22,34,56,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2633,114,48351
182,3351,2035,2,0,2,5,1.1429,3,0,0,0,0,0,0,0,3,1.805,0.0166,1,31.1,2,1.0,1.0,0.0,0,0,0,0,0,26,45,71,0.0,0,3,3,0,0,1,1,0.0,0,0,0,0,1.0,3056,122,47354
183,3349,2024,4,0,4,5,1.3333,1,0,0,0,0,0,0,0,3,1.5243,-0.2807,1,31.6,3,1.0,1.0,0.0,0,0,0,0,0,24,40,64,0.0,1,1,1,0,0,4,0,0.0,0,0,0,0,1.0,3487,191,45772
184,3345,2104,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,3,1.5794,0.0551,2,30.3,3,1.0,1.0,0.0,0,0,0,0,0,26,37,63,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2806,210,46660
185,3343,2045,1,0,1,4,0.0,1,0,0,0,0,0,0,0,3,1.5774,-0.002,2,30.5,3,1.0,1.0,0.0,0,0,0,0,0,28,44,72,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,3184,170,46719
186,3338,2051,2,0,2,3,1.3333,2,0,0,0,0,0,0,0,3,1.7842,0.2068,2,31.9,3,1.0,1.0,0.0,0,0,0,0,0,28,45,73,0.0,1,2,2,0,0,1,1,0.0,0,0,0,0,1.0,3013,213,45554
187,3331,1948,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,3,1.8464,0.0623,2,30.6,3,1.0,1.0,0.0,0,0,0,0,0,28,45,73,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2416,246,45535
188,3320,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9056,0.0592,2,31.4,3,1.0,1.0,0.0,0,0,0,0,0,33,50,83,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1723,189,44891
189,3318,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8911,-0.0146,1,30.4,3,1.0,1.0,0.0,0,0,0,0,0,33,51,84,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1423,184,44423
190,3313,2068,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.825,-0.066,1,31.6,3,1.0,1.0,0.0,0,0,0,0,0,30,50,80,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1586,234,44524
191,3311,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7783,-0.0467,1,30.6,3,0.0,0.0,0.0,0,0,0,0,0,28,44,72,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1974,178,47852
192,3303,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6692,-0.1091,1,30.9,3,0.0,0.0,0.0,0,0,0,0,0,18,30,48,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2427,149,46500
193,3301,1974,1,0,1,4,1.5,1,0,0,0,0,0,0,0,3,1.4605,-0.2087,1,31.1,3,0.0,0.0,0.0,0,0,0,0,0,18,30,48,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2451,157,46370
194,3297,2037,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.7842,0.3237,1,31.9,2,0.0,0.0,0.0,0,0,0,0,0,11,24,35,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2196,148,46610
195,3296,2035,3,0,3,5,1.0,1,0,0,0,0,0,0,0,3,1.8163,0.0322,2,30.6,2,0.0,0.0,0.0,0,0,0,0,0,9,16,25,0.0,0,1,1,0,0,3,0,0.0,0,0,0,0,1.0,2691,120,44969
196,3293,2092,2,0,2,5,0.4,1,0,0,0,0,0,0,0,3,1.8911,0.0747,2,31.9,2,0.0,0.0,0.0,0,0,0,0,0,13,17,30,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,3681,177,45528
197,3290,1938,2,0,2,4,0.5,1,0,0,0,0,0,0,0,3,1.8262,-0.0648,2,30.7,2,0.0,0.0,0.0,0,0,0,0,0,23,26,49,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,3020,213,45163
198,3283,2007,2,0,2,4,1.0,1,0,0,0,0,0,0,0,1,1.9495,0.1232,2,32.0,1,0.0,0.0,0.0,0,0,0,0,0,20,25,45,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,3520,194,42547
199,3280,1986,1,0,1,4,0.5,1,0,0,0,0,0,0,0,1,1.8924,-0.0571,2,30.5,1,0.0,0.0,0.0,0,0,0,0,0,24,29,53,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,3544,224,44052
200,3275,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9656,0.0732,2,30.7,1,0.0,0.0,0.0,0,0,0,0,0,27,34,61,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2917,210,44624
