window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,pd_p_count,pd_d_count,pd_both_count,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,personalities_recorded,max_relaxed_lifespan,max_strict_lifespan,identity_stable,identity_drift,identity_new,identity_reformation,mean_jaccard,motif_alpha,motif_beta,motif_gamma,cooled_nodes,mean_cooling_factor,z_hardened,z_softened,z_tensioned,alpha_t,compound_restore,inert_penalty,delta_L,delta_Z0,drift_applied
89,3849,2262,1,0,1,4,0.4286,1,0,0,0,0,0,0,0,3,1.5546,0.0327,1,32.9,2,0.0,0.0,0.0,0,0,0,0,0,25,41,66,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2196,332,54497,0.000639,0.512174,0.0181,-54,11,0
90,3840,2336,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8092,0.2546,2,32.0,2,0.0,0.0,0.0,0,0,0,0,0,27,37,64,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2297,358,54572,0.0003,0.512168,0.018097,20,5,1
91,3829,2246,1,0,1,5,0.4444,2,0,0,0,0,0,0,0,3,1.761,-0.0482,1,32.6,2,0.0,0.0,0.0,0,0,0,0,0,28,35,63,0.0,0,2,2,0,0,0,1,0.0,0,0,0,0,1.0,2131,408,53721,0.000998,0.512168,0.018097,-90,-4,0
92,3820,2286,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.761,0.0,1,31.6,2,0.0,0.0,0.0,0,0,0,0,0,25,33,58,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1820,304,53484,0.0006,0.512168,0.018097,-50,-5,0
93,3810,2307,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.8366,0.0756,2,32.9,2,0.0,0.0,0.0,0,0,0,0,0,26,39,65,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2186,354,53861,0.00039,0.512179,0.018098,-29,-1,1
94,3800,2247,1,0,1,4,0.75,1,0,0,0,0,0,0,0,3,1.8911,0.0545,2,31.4,2,0.0,0.0,0.0,0,0,0,0,0,22,28,50,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1638,398,52056,0.000699,0.512179,0.018098,-60,-3,0
95,3790,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8843,-0.0067,2,31.3,2,0.0,0.0,0.0,0,0,0,0,0,21,26,47,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1270,292,53027,0.00031,0.512179,0.018098,21,-2,0
96,3782,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8843,0.0,1,32.5,2,0.0,0.0,0.0,0,0,0,0,0,24,26,50,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1956,260,52805,0.00036,0.512189,0.0181,-26,-4,1
97,3780,2318,1,0,1,4,0.9,1,0,0,0,0,0,0,0,3,1.9852,0.1009,1,31.4,2,0.0,0.0,0.0,0,0,0,0,0,19,22,41,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2278,241,54168,0.00047,0.512189,0.0181,37,0,0
98,3777,2300,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,3,1.9808,-0.0044,1,32.8,2,0.0,0.0,0.0,0,0,0,0,0,17,18,35,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2588,273,53026,0.00029,0.512189,0.0181,19,9,0
99,3774,2277,2,0,2,5,0.5714,1,0,0,0,0,0,0,0,3,1.9808,0.0,2,31.6,2,0.0,0.0,0.0,0,0,0,0,0,20,19,39,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2226,293,50937,0.00014,0.512189,0.018099,-4,5,1
100,3771,2327,2,0,2,3,0.4,1,0,0,0,0,0,0,0,3,1.9772,-0.0036,2,32.8,2,0.0,0.0,0.0,0,0,0,0,0,14,12,26,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2701,198,52952,0.0006,0.512189,0.018099,50,-6,0
101,3768,2255,1,0,1,5,0.1714,1,0,0,0,0,0,0,0,3,1.9238,-0.0534,2,31.9,2,0.0,0.0,0.0,0,0,0,0,0,20,20,40,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,3295,301,50600,0.00032,0.512189,0.018099,-22,-6,0
102,3761,2308,1,0,1,4,0.2812,2,0,0,0,0,0,0,0,3,1.8262,-0.0975,2,32.9,2,0.0,0.0,0.0,0,0,0,0,0,23,27,50,0.0,0,2,2,0,0,0,1,0.0,0,0,0,0,1.0,2778,327,52002,0.00041,0.512177,0.018102,31,-4,1
103,3754,2261,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8554,0.0291,2,31.1,2,0.0,0.0,0.0,0,0,0,0,0,17,25,42,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,3037,296,52841,0.00057,0.512177,0.018102,-47,-1,0
104,3750,2306,1,0,1,4,0.0,1,0,0,0,0,0,0,0,3,1.8464,-0.0089,1,32.5,2,0.0,0.0,0.0,0,0,0,0,0,23,32,55,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2049,365,50242,0.00012,0.512177,0.018102,-2,2,0
105,3745,2250,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.8366,-0.0098,1,31.7,2,0.0,0.0,0.0,0,0,0,0,0,23,32,55,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2318,235,51538,0.000679,0.512216,0.018102,-58,0,1
106,3740,2279,1,0,1,5,1.3333,2,0,0,0,0,0,0,0,0,1.5,-0.3366,2,31.6,2,0.0,0.0,0.0,0,0,0,0,0,23,35,58,0.0,0,2,2,0,0,0,1,0.0,0,0,0,0,1.0,1862,356,52629,0.00039,0.512216,0.018102,29,-1,0
107,3732,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.5,2,32.6,2,0.0,0.0,0.0,0,0,0,0,0,24,36,60,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,525,324,51194,0.00052,0.512216,0.018102,42,1,0
108,3728,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,31.6,2,0.0,0.0,0.0,0,0,0,0,0,26,40,66,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.9773,0,263,50535,0.000849,0.51228,0.018102,-75,0,1
109,3721,2286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,32.4,2,0.0,0.0,0.0,0,0,0,0,0,23,39,62,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,56,186,54069,0.001205,0.51228,0.018102,111,0,0
110,3715,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,31.4,2,0.0,0.0,0.0,0,0,0,0,0,22,39,61,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,195,240,53480,0.00056,0.51228,0.018102,46,1,0
111,3707,2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,32.2,2,0.0,0.0,0.0,0,0,0,0,0,22,39,61,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,404,300,52164,0.0003,0.512274,0.018102,20,1,1
112,3705,2294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,31.6,2,0.0,0.0,0.0,0,0,0,0,0,19,32,51,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,548,161,51581,0.001087,0.512274,0.018102,99,-1,0
113,3700,2344,2,0,2,4,1.3333,1,0,0,0,0,0,0,0,3,1.5219,0.5219,1,32.6,2,0.0,0.0,0.0,0,0,0,0,0,19,25,44,0.0,0,1,1,0,0,2,0,0.0,0,0,1,0,1.0,698,193,52147,0.001579,0.512274,0.018102,149,-2,0
114,3699,2258,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5219,0.0,1,31.8,2,0.0,0.0,0.0,0,0,0,0,0,8,14,22,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,914,150,51713,0.000729,0.512228,0.018105,63,-2,1
115,3689,2255,2,0,2,5,1.5,1,0,0,0,0,0,0,0,3,0.971,-0.551,1,31.3,2,0.0,0.0,0.0,0,0,0,0,0,11,20,31,0.0,0,1,1,0,0,2,0,0.0,0,0,1,0,1.0,888,233,54616,0.00013,0.512228,0.018105,-3,1,0
116,3689,2282,7,0,7,5,1.5,3,0,0,0,0,0,0,0,3,1.4488,0.4779,1,32.6,2,0.0,0.0,0.0,0,0,0,0,0,8,16,24,0.0,0,3,3,1,0,5,1,1.0,0,0,0,1,0.9722,1296,125,52522,0.00034,0.512228,0.018105,24,0,0
117,3687,2313,1,0,1,4,0.75,1,0,0,0,0,0,0,0,3,1.5219,0.0731,2,31.2,3,1.0,1.0,0.0,0,0,0,0,0,8,25,33,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1297,165,52287,0.000649,0.512192,0.018103,55,1,1
118,3684,2284,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5219,0.0,2,32.7,3,1.0,1.0,0.0,0,0,0,0,0,20,53,73,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1373,154,51374,0.00039,0.512192,0.018103,-29,-2,0
119,3680,2175,3,0,3,5,0.4,1,0,0,0,0,0,0,0,3,1.761,0.239,1,31.1,3,1.0,1.0,0.0,0,0,0,0,0,21,58,79,0.0,1,1,1,0,0,3,0,0.0,0,0,0,1,0.9524,1245,156,50683,0.001471,0.512192,0.018103,-138,-2,0
120,3677,2312,1,0,1,5,0.15,1,0,0,0,0,0,0,0,3,1.8366,0.0756,1,32.5,3,1.0,1.0,0.0,0,0,0,0,0,21,58,79,0.0,1,1,1,0,0,1,0,0.0,0,0,0,1,0.9487,1535,175,51899,0.00011,0.512192,0.018104,-1,-1,1
121,3673,2259,1,0,1,5,0.96,2,0,0,0,0,0,0,0,3,1.7899,-0.0467,2,31.5,3,1.0,1.0,0.0,0,0,0,0,0,28,67,95,0.0,1,2,2,0,0,0,1,0.0,0,0,0,0,1.0,2195,134,51106,0.00063,0.512192,0.018104,-53,3,0
122,3671,2287,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.371,-0.419,2,32.1,3,1.0,1.0,0.0,0,0,0,0,0,31,72,103,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1874,249,52904,0.00035,0.512192,0.018104,-25,4,0
123,3666,2246,1,0,1,4,1.5,1,0,0,0,0,0,0,0,3,1.2988,-0.0722,1,31.4,3,1.0,1.0,0.0,0,0,0,0,0,34,74,108,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1109,195,51873,0.000759,0.512242,0.018104,-66,0,1
124,3660,2238,2,0,2,5,1.1429,1,0,0,0,0,0,0,0,3,1.6645,0.3657,1,31.9,3,1.0,1.0,0.0,0,0,0,0,0,34,74,108,0.0,1,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1056,211,48943,0.00018,0.512242,0.018104,-8,-1,0
125,3658,2200,1,0,1,4,0.3333,1,0,0,0,0,0,0,0,3,1.9502,0.2857,2,31.6,3,1.0,1.0,0.0,0,0,0,0,0,31,70,101,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1298,173,50643,0.00056,0.512242,0.018104,-46,6,0
126,3655,2278,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9183,-0.0319,2,31.1,3,1.0,1.0,0.0,0,0,0,0,0,35,78,113,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1143,178,49439,0.00042,0.512229,0.018104,32,-1,1
127,3646,2275,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.9056,-0.0127,1,32.1,3,1.0,1.0,0.0,0,0,0,0,0,35,74,109,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1260,178,49619,0.00013,0.512229,0.018104,-3,0,0
128,3634,2249,2,0,2,4,0.75,1,0,0,0,0,0,0,0,3,1.585,-0.3207,1,31.5,2,0.0,0.0,0.0,0,0,0,0,0,24,38,62,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1136,154,51061,0.00039,0.512229,0.018104,-29,0,0
129,3631,2181,1,0,1,5,0.5333,1,0,0,0,0,0,0,0,3,1.5219,-0.063,2,32.3,2,0.0,0.0,0.0,0,0,0,0,0,27,37,64,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,956,147,50529,0.001067,0.512332,0.018104,-97,0,1
130,3625,2199,2,0,2,5,0.6429,2,0,0,0,0,0,0,0,0,0.9183,-0.6036,2,31.5,2,0.0,0.0,0.0,0,0,0,0,0,29,41,70,0.0,0,2,2,0,0,1,1,0.0,0,0,0,0,1.0,1075,104,48702,0.00028,0.512332,0.018104,18,7,0
131,3621,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.9183,2,31.8,2,0.0,0.0,0.0,0,0,0,0,0,25,35,60,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,283,187,50363,0.00029,0.512332,0.018104,19,2,0
132,3615,2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,31.7,2,0.0,0.0,0.0,0,0,0,0,0,24,36,60,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,91,145,51456,0.001412,0.512147,0.018104,132,0,1
133,3611,2158,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,3,1.5219,0.5219,1,31.1,2,0.0,0.0,0.0,0,0,0,0,0,16,29,45,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,384,86,51824,0.001638,0.512147,0.018104,-155,3,0
134,3605,2273,2,0,2,4,1.0,1,0,0,0,0,0,0,0,3,1.9056,0.3837,1,32.1,2,0.0,0.0,0.0,0,0,0,0,0,16,29,45,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,733,98,51961,0.0005,0.512147,0.018104,-40,0,0
135,3603,2086,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9056,0.0,2,31.3,2,0.0,0.0,0.0,0,0,0,0,0,16,30,46,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1329,86,48528,0.002332,0.512667,0.018109,-227,-1,1
136,3597,2188,1,0,1,5,0.0,1,0,0,0,0,0,0,0,0,2.0,0.0944,1,31.7,2,0.0,0.0,0.0,0,0,0,0,0,16,24,40,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1386,181,48630,0.001116,0.512667,0.018109,102,0,0
137,3594,2118,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4591,-0.5409,1,31.5,2,0.0,0.0,0.0,0,0,0,0,0,15,22,37,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1255,186,49347,0.00042,0.512667,0.018109,32,-2,0
138,3590,2174,3,0,3,5,0.6667,2,0,0,0,0,0,0,0,3,1.6577,0.1986,1,32.7,2,0.0,0.0,0.0,0,0,0,0,0,15,27,42,0.0,0,2,2,0,0,2,1,0.0,0,0,0,0,1.0,1072,156,48427,0.000978,0.512581,0.018105,88,2,1
139,3580,2204,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6577,0.0,1,31.5,2,0.0,0.0,0.0,0,0,0,0,0,15,27,42,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1457,145,50949,0.0004,0.512581,0.018105,30,-2,0
140,3576,2218,2,0,2,4,0.75,1,0,0,0,0,0,0,0,3,1.75,0.0923,1,32.2,2,0.0,0.0,0.0,0,0,0,0,0,18,32,50,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1721,143,49993,0.00054,0.512581,0.018105,44,-3,0
141,3571,2090,2,0,2,5,0.8889,1,0,0,0,0,0,0,0,0,1.5,-0.25,1,31.1,2,0.0,0.0,0.0,0,0,0,0,0,15,29,44,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1331,175,48159,0.000938,0.51266,0.018107,-84,-1,1
142,3565,2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9183,-0.5817,2,31.7,2,0.0,0.0,0.0,0,0,0,0,0,21,30,51,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,712,193,48711,0.000839,0.51266,0.018107,74,-1,0
143,3561,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0817,1,31.7,2,0.0,0.0,0.0,0,0,0,0,0,24,39,63,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,510,119,49795,0.001196,0.51266,0.018107,110,2,0
144,3554,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,1,31.3,2,0.0,0.0,0.0,0,0,0,0,0,24,39,63,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,515,128,49431,0.00056,0.512634,0.018107,46,0,1
145,3552,2137,1,0,1,4,0.75,1,0,0,0,0,0,0,0,0,0.0,0.0,1,32.2,2,0.0,0.0,0.0,0,0,0,0,0,24,38,62,0.0,0,1,1,0,0,1,0,0.0,0,0,0,1,0.9608,0,101,49132,0.00011,0.512634,0.018107,1,-3,0
146,3548,2179,1,0,1,3,0.4,1,0,0,0,0,0,0,0,3,1.371,1.371,1,31.4,2,0.0,0.0,0.0,0,0,0,0,0,20,36,56,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,255,104,50029,0.00053,0.512634,0.018107,43,-3,0
147,3540,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4488,0.0779,2,32.2,2,0.0,0.0,0.0,0,0,0,0,0,22,40,62,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,641,97,49139,0.00029,0.51264,0.018108,-19,-2,1
148,3536,2236,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4855,0.0367,1,31.2,2,0.0,0.0,0.0,0,0,0,0,0,24,38,62,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1117,70,49872,0.001284,0.51264,0.018108,119,0,0
149,3530,2170,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,1.8829,0.3974,1,31.1,2,0.0,0.0,0.0,0,0,0,0,0,24,38,62,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2059,75,49401,0.00063,0.51264,0.018108,53,-1,0
150,3527,2083,2,0,2,5,0.6,1,0,0,0,0,0,0,0,3,1.9501,0.0672,1,32.0,1,0.0,0.0,0.0,0,0,0,0,0,15,25,40,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2282,95,46839,0.00044,0.512654,0.018108,-34,0,1
151,3523,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9501,0.0,2,31.1,1,0.0,0.0,0.0,0,0,0,0,0,16,28,44,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2226,137,47757,0.00056,0.512654,0.018108,46,5,0
152,3517,2154,1,0,1,5,0.2,1,0,0,0,0,0,0,0,3,1.971,0.0209,1,31.4,1,0.0,0.0,0.0,0,0,0,0,0,12,23,35,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1739,163,48769,0.000809,0.512654,0.018108,71,-1,0
153,3514,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9056,-0.0653,1,30.9,1,0.0,0.0,0.0,0,0,0,0,0,9,14,23,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1864,94,48133,0.000659,0.512618,0.018108,56,0,1
154,3512,2214,1,0,1,5,0.5333,1,0,0,0,0,0,0,0,3,1.371,-0.5347,1,31.8,1,0.0,0.0,0.0,0,0,0,0,0,10,21,31,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1342,209,51110,0.000849,0.512618,0.018108,75,0,0
155,3508,2127,2,0,2,5,1.2,1,0,0,0,0,0,0,0,3,1.4591,0.0882,1,31.1,1,0.0,0.0,0.0,0,0,0,0,0,10,21,31,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,439,159,50579,0.00022,0.512618,0.018108,-12,2,0
156,3507,2193,1,0,1,5,1.2,1,0,0,0,0,0,0,0,3,1.5613,0.1021,2,31.5,1,0.0,0.0,0.0,0,0,0,0,0,11,26,37,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,814,154,49566,0.000639,0.512583,0.018106,54,2,1
157,3504,2136,1,0,1,3,0.0,2,0,0,0,0,0,0,0,3,1.5613,0.0,2,31.2,1,0.0,0.0,0.0,0,0,0,0,0,12,28,40,0.0,0,2,2,0,0,0,1,0.0,0,0,0,0,1.0,974,177,49808,0.000669,0.512583,0.018106,-57,2,0
158,3501,2138,1,0,1,3,0.0,2,0,0,0,0,0,0,0,3,1.5613,0.0,2,31.3,2,0.0,0.0,0.0,0,0,0,0,0,11,28,39,0.0,0,2,2,0,0,0,1,0.0,0,0,0,0,1.0,1238,168,46692,0.000649,0.512583,0.018106,-55,-2,0
159,3500,2152,2,0,2,5,1.1429,2,0,0,0,0,0,0,0,3,1.5613,0.0,2,32.0,2,0.0,0.0,0.0,0,0,0,0,0,13,31,44,0.0,0,2,2,0,0,1,1,0.0,0,0,0,0,1.0,1670,109,48554,0.00051,0.512604,0.018107,-41,-1,1
160,3498,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9056,0.3444,2,31.1,2,0.0,0.0,0.0,0,0,0,0,0,14,33,47,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.9615,1805,228,45856,0.001324,0.512604,0.018107,-123,1,0
161,3495,2115,3,0,3,5,1.1429,1,0,0,0,0,0,0,0,3,1.9219,0.0163,1,31.8,2,0.0,0.0,0.0,0,0,0,0,0,19,38,57,0.0,0,1,1,0,0,3,0,0.0,0,0,0,0,1.0,1932,126,46875,0.00047,0.512604,0.018107,-37,-1,0
162,3492,2110,1,0,1,5,1.6,1,0,0,0,0,0,0,0,3,1.9501,0.0281,1,31.4,2,0.0,0.0,0.0,0,0,0,0,0,15,34,49,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1271,180,47424,0.00052,0.512626,0.018109,-42,-2,1
163,3491,2116,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9591,0.0091,2,31.7,2,0.0,0.0,0.0,0,0,0,0,0,23,52,75,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1653,145,47910,0.00016,0.512626,0.018109,6,0,0
164,3488,2138,1,0,1,3,0.8,1,0,0,0,0,0,0,0,3,1.9591,0.0,1,31.2,2,0.0,0.0,0.0,0,0,0,0,0,23,45,68,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1977,186,47351,0.00038,0.512626,0.018109,28,-2,0
165,3487,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9183,-0.0409,1,31.6,2,0.0,0.0,0.0,0,0,0,0,0,23,45,68,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2061,167,46970,0.00057,0.512653,0.018108,-47,1,1
166,3484,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9056,-0.0127,1,31.0,2,0.0,0.0,0.0,0,0,0,0,0,24,43,67,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1781,217,47115,0.001077,0.512653,0.018108,98,1,0
167,3482,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9502,0.0446,1,30.6,2,0.0,0.0,0.0,0,0,0,0,0,24,43,67,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1007,198,47930,0.00018,0.512653,0.018108,-8,1,0
168,3480,2039,2,0,2,5,1.5,1,0,0,0,0,0,0,0,3,1.5613,-0.3889,1,31.7,2,0.0,0.0,0.0,0,0,0,0,0,24,43,67,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1200,192,47908,0.00034,0.512661,0.018108,-24,-1,1
169,3476,2196,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.6692,0.1079,1,30.8,2,0.0,0.0,0.0,0,0,0,0,0,22,36,58,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1698,199,46909,0.001657,0.512661,0.018108,157,-1,0
170,3473,1983,1,0,1,4,0.25,1,0,0,0,0,0,0,0,3,1.6172,-0.052,2,31.5,2,0.0,0.0,0.0,0,0,0,0,0,23,34,57,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1854,224,47249,0.000659,0.512661,0.018108,-56,3,0
171,3472,2116,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.65,0.0328,2,30.6,1,0.0,0.0,0.0,0,0,0,0,0,14,24,38,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2127,192,45731,0.000868,0.512594,0.018101,77,4,1
172,3469,2207,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.7244,0.0744,2,31.5,1,0.0,0.0,0.0,0,0,0,0,0,15,25,40,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2111,220,47010,0.001007,0.512594,0.018101,91,-4,0
173,3469,2046,1,0,1,5,0.25,1,0,0,0,0,0,0,0,3,1.7296,0.0052,2,30.7,1,0.0,0.0,0.0,0,0,0,0,0,10,10,20,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2362,209,47294,0.000799,0.512594,0.018101,-70,-3,0
174,3467,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6577,-0.0718,2,31.9,1,0.0,0.0,0.0,0,0,0,0,0,9,12,21,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2849,273,46279,0.00051,0.512573,0.018097,41,4,1
175,3466,2056,1,0,1,4,0.6667,2,0,0,0,0,0,0,0,0,1.5,-0.1577,1,30.7,1,0.0,0.0,0.0,0,0,0,0,0,12,17,29,0.0,0,2,2,0,0,0,1,0.0,0,0,0,0,1.0,1316,313,48247,0.001107,0.512573,0.018097,-101,-6,0
176,3465,2057,1,0,1,5,0.4571,1,0,0,0,0,0,0,0,3,1.971,0.471,1,30.9,2,0.0,0.0,0.0,0,0,0,0,0,10,14,24,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1134,227,47449,0.001097,0.512573,0.018097,-100,-9,0
177,3465,2020,1,0,1,3,0.5,1,0,0,0,0,0,0,0,3,2.0,0.029,2,32.0,2,0.0,0.0,0.0,0,0,0,0,0,12,18,30,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1447,234,45999,0.001461,0.512772,0.018112,-137,-5,1
178,3462,2130,1,0,1,4,0.5,1,0,0,0,0,0,0,0,3,2.0,0.0,2,30.6,2,0.0,0.0,0.0,0,0,0,0,0,16,21,37,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1684,162,47662,0.001196,0.512772,0.018112,110,-3,0
179,3460,2108,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9501,-0.0499,2,32.0,2,0.0,0.0,0.0,0,0,0,0,0,17,24,41,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2233,205,47274,0.000978,0.512772,0.018112,88,-1,0
180,3457,2058,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8676,-0.0824,1,30.8,2,0.0,0.0,0.0,0,0,0,0,0,16,26,42,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1430,268,47768,0.00048,0.512754,0.018113,38,-1,1
