seed,rate,window,H3_base,H3_probe,dH_probe,J3_base,J3_probe,tc3_base,tc3_probe,dH32_base,dH32_probe
1337,0.005,17,1.1982,1.1982,0.0,0.4866,0.4866,3,3,0.0,0.0
1337,0.005,18,1.7244,1.7244,0.0,1.0478,1.0478,4,4,0.3106,0.3106
1337,0.005,19,1.9455,1.9455,0.0,0.8898,0.8898,5,5,0.5408,0.5408
1337,0.005,20,-0.0,-0.0,0.0,0.0579,0.0579,1,1,0.0,0.0
1337,0.005,21,1.75,1.75,0.0,1.1469,1.1469,4,4,0.6887,0.6887
1337,0.005,22,1.7925,1.7925,0.0,0.7333,0.7333,4,4,0.5409,0.5409
1337,0.005,23,2.0524,2.0524,0.0,1.0999,1.0999,5,5,0.4298,0.4298
1337,0.005,24,1.0613,1.0613,0.0,0.4258,0.4258,3,3,0.0,0.0
1337,0.005,25,1.7446,1.7446,0.0,0.8064,0.8064,5,5,0.2614,0.2614
2024,0.005,1,1.0949,1.0949,0.0,-0.1976,-0.1976,5,5,0.2019,0.2019
2024,0.005,2,1.2226,1.2226,0.0,0.0018,0.0018,5,5,0.2644,0.2644
2024,0.005,3,1.3367,1.3367,0.0,0.4572,0.4572,4,4,0.746,0.746
2024,0.005,4,1.7383,1.7383,0.0,0.6877,0.6877,5,5,0.5017,0.5017
2024,0.005,5,-0.0,-0.0,0.0,-0.0137,-0.0137,1,1,0.0,0.0
2024,0.005,6,0.4855,0.4855,0.0,-0.073,-0.073,2,2,0.4855,0.4855
2024,0.005,7,1.4789,1.4789,0.0,0.8095,0.8095,4,4,0.0,0.0
2024,0.005,8,0.7425,0.7425,0.0,0.484,0.484,2,2,0.7425,0.7425
2024,0.005,9,0.7642,0.7642,0.0,-0.0162,-0.0162,2,2,0.7642,0.7642
2024,0.005,10,1.3472,1.6158,0.2686,0.9065,1.0437,3,4,0.0,0.2686
2024,0.005,11,0.6144,0.6144,0.0,-0.1059,-0.0459,3,3,0.0,0.0
2024,0.005,12,1.5016,1.5016,0.0,0.6324,0.6324,4,4,0.3021,0.3021
2024,0.005,13,0.9864,0.9864,0.0,0.1978,0.1978,3,3,0.0,0.0
2024,0.005,14,0.2975,0.2975,0.0,-0.1163,-0.1163,2,2,0.2975,0.2975
2024,0.005,15,2.2578,2.2578,0.0,1.7361,1.7361,5,5,0.3077,0.3077
2024,0.005,16,2.1887,2.1887,0.0,0.9894,0.9894,5,5,0.3333,0.3333
2024,0.005,17,1.7925,1.7925,0.0,1.099,1.099,4,4,0.5409,0.5409
2024,0.005,18,0.7219,0.7219,0.0,0.3687,0.3687,2,2,0.7219,0.7219
2024,0.005,19,1.0892,1.0892,0.0,0.2355,0.2355,4,4,0.3547,0.3547
2024,0.005,20,0.8181,0.8181,0.0,-0.0897,-0.0897,4,4,0.2691,0.2691
2024,0.005,21,0.6098,0.6098,0.0,0.0776,0.0776,2,2,0.6098,0.6098
2024,0.005,22,2.0552,2.0552,0.0,1.2571,1.2571,5,5,0.5984,0.5984
2024,0.005,23,1.6858,1.6858,0.0,0.9169,0.9169,4,4,0.3765,0.3765
2024,0.005,24,1.2244,1.6577,0.4333,0.7324,1.0529,3,4,0.0,0.4333
2024,0.005,25,0.9913,0.9913,0.0,0.0883,0.2648,3,3,0.0,0.0
