window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,pd_p_count,pd_d_count,pd_both_count,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,personalities_recorded,max_relaxed_lifespan,max_strict_lifespan,identity_stable,identity_drift,identity_new,identity_reformation,mean_jaccard,motif_alpha,motif_beta,motif_gamma,cooled_nodes,mean_cooling_factor,z_hardened,z_softened,z_tensioned,alpha_t,compound_restore,inert_penalty,delta_L,delta_Z0,drift_applied,mean_h_age,max_h_age,mean_h_res,max_h_res,mean_h_str,max_h_str,mature_links,rigid_links,brittle_links,hist_matured,hist_snapped,hist_suppressed,avalanche_events,cascade_links,void_mean_V,void_max_V,void_active_nodes,gen_births,gen_candidates,gen_max_T,gen_max_delta,void_consumed,void_deposited,proliferation_pi,void_induced_births,void_total_mass,void_variance,void_isolated_high,void_active_neighbor_high,void_diffusion_events,void_to_active,void_c_diff,cascade_splashes,r0_to_rplus,rplus_to_r0,total_rplus,total_r0,amplified_pairs,echo_deposits,echo_latent_total,reforms_alive,reformations,v_energy,v_recurrence_n,v_motifs,v_labels,v_born,v_died,v_torque_n,v_torque_mean,v_torque_success
253,3600,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9656,0.06,2,29.2,2,0.0,0.0,0.0,0,0,0,0,0,11,25,36,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1611,252,50189,0.00013,0.507157,0.018122,-3,-9,0,0.0469,0.334,0.0013,0.39,0.1151,0.64,0,0,0,1302,3,8,0,0,0.0001,0.001,0,2,2,0.00019,0.000143,1,0.56,0.027662,0,0.5878,0.0,0,0,33,30,0.001,0,10,20,5,2164,504858,1,0.1368,0,0,593.7995,719,1,235,0,1,870,0.542438,37.9951
254,3597,2179,1,0,1,4,0.6429,1,0,0,0,0,0,0,0,3,1.969,0.0034,1,28.7,2,0.0,0.0,0.0,0,0,0,0,0,17,32,49,0.0,0,1,1,0,0,1,0,0.0,0,0,0,2,0.9493,2938,247,48088,0.00017,0.507157,0.018122,7,-4,0,0.0488,0.332,0.0015,0.39,0.1198,0.69,0,0,0,2203,0,5,0,0,0.0001,0.001,0,0,0,0.0,0.0,0,0.0,0.0,0,0.5878,0.0,0,0,0,0,0,0,23,10,9,2170,503488,0,0.0,0,0,591.212,723,2,235,1,1,871,0.56061,39.3519
255,3594,2211,2,0,2,4,0.6667,1,0,0,0,0,0,0,0,3,1.9621,-0.0069,1,29.6,2,0.0,0.0,0.0,0,0,0,0,0,16,30,46,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,4010,344,47821,0.00049,0.507138,0.01813,39,-8,1,0.0467,0.392,0.0009,0.45,0.115,0.68,0,0,0,2832,20,4,0,0,0.0002,0.1699,2,0,0,0.0,0.0,7,5.614,0.180909,0,0.8993,1.2e-05,2,0,394,208,0.0012,0,14,7,6,2205,503108,2,0.0301,0,0,591.4569,725,2,237,2,0,875,0.554747,42.7521
256,3593,2253,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9938,0.0316,2,29.6,2,0.0,0.0,0.0,0,0,0,0,0,16,26,42,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,3624,293,49445,0.00052,0.507138,0.01813,42,5,0,0.0468,0.352,0.0003,0.09,0.1158,0.695,0,0,0,2201,13,0,0,0,0.0002,0.1672,1,8,8,0.001602,0.001503,1,3.964,0.1154,0,0.7664,8e-06,1,0,319,259,0.0011,0,0,6,0,2253,503368,0,0.0,0,0,588.7525,719,0,237,0,0,874,0.535477,51.4413
257,3589,2138,2,0,2,5,1.5,1,0,0,0,0,0,0,0,3,1.9713,-0.0224,1,28.3,2,0.0,0.0,0.0,0,0,0,0,0,17,31,48,0.0,0,1,1,0,0,2,0,0.0,0,0,1,1,0.9545,3334,332,48522,0.000829,0.507138,0.01813,-73,4,0,0.0471,0.284,0.0005,0.12,0.1168,0.67,0,0,0,2182,13,0,0,0,0.0002,0.1208,2,6,6,0.001011,0.000629,3,4.026,0.121607,0,0.7458,4e-06,2,0,135,103,0.0012,0,20,6,10,2128,503242,0,0.0,0,0,600.931,729,2,238,2,1,879,0.544626,49.8702
258,3586,2189,2,0,2,3,0.8,1,0,0,0,0,0,0,0,3,1.994,0.0227,1,29.5,2,0.0,0.0,0.0,0,0,0,0,0,17,31,48,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,3292,371,48786,0.00032,0.507145,0.018129,-22,2,1,0.0476,0.346,0.001,0.27,0.1173,0.7,0,0,2,2071,16,5,0,0,0.0002,0.071,4,6,6,0.001037,0.000683,2,4.652,0.146183,0,0.7774,3e-06,0,4,204,173,0.001,0,15,6,11,2178,501398,0,0.0,0,0,601.7927,730,3,240,2,0,883,0.55168,50.3556
259,3582,2211,3,0,3,5,1.0,2,0,0,0,0,0,0,0,3,1.9713,-0.0227,2,29.5,1,0.0,0.0,0.0,0,0,0,0,0,18,36,54,0.0,0,2,2,0,0,2,1,0.0,0,0,0,0,1.0,2880,342,49456,0.00032,0.507145,0.018129,22,0,0,0.0487,0.364,0.0017,0.42,0.1197,0.675,0,0,0,2287,8,5,0,0,0.0001,0.1071,1,2,2,0.001315,0.000984,2,2.24,0.072365,0,0.7188,3e-06,1,0,178,109,0.0011,0,19,6,18,2193,499718,1,0.1092,0,0,604.0616,738,5,243,3,0,894,0.541234,41.3575
260,3579,2074,1,0,1,4,0.4286,2,0,0,0,0,0,0,0,3,1.8512,-0.1201,2,29.5,2,0.0,0.0,0.0,0,0,0,0,0,17,38,55,0.0,0,2,2,0,0,0,1,0.0,0,0,0,0,1.0,2542,395,49738,0.001245,0.507145,0.018129,-115,2,0,0.0488,0.332,0.0012,0.33,0.1202,0.685,0,0,0,2217,12,3,0,0,0.0001,0.1211,1,8,8,0.000715,0.000433,2,3.716,0.115717,0,0.739,4e-06,1,0,383,216,0.0011,0,5,14,8,2066,500572,0,0.0,0,0,605.8483,732,2,241,1,3,890,0.556099,45.7431
261,3576,2102,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8339,-0.0173,2,29.6,2,0.0,0.0,0.0,0,0,0,0,0,21,48,69,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1946,445,46808,0.000968,0.507229,0.018127,-87,1,1,0.047,0.348,0.0012,0.36,0.116,0.655,0,0,0,1868,12,8,0,0,0.0002,0.1426,2,8,8,0.001075,0.000734,1,3.322,0.114176,0,0.8606,8e-06,2,0,545,357,0.0012,0,18,9,8,2094,500448,1,0.1019,0,0,598.3609,735,1,241,0,0,889,0.547077,40.2227
262,3572,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.825,-0.0089,1,28.4,2,0.0,0.0,0.0,0,0,0,0,0,24,51,75,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1448,325,46612,0.000948,0.507229,0.018127,85,-2,0,0.0468,0.346,0.0012,0.36,0.1156,0.69,0,0,0,1368,7,5,0,0,0.0001,0.0095,0,0,0,0.000953,0.0,2,2.018,0.064014,0,0.6309,0.0,0,0,13,12,0.001,0,11,10,5,2182,498702,0,0.0,0,0,586.7437,732,1,241,0,0,888,0.545368,46.3812
263,3568,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5613,-0.2637,1,29.6,2,0.0,0.0,0.0,0,0,0,0,0,24,48,72,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1060,325,47149,0.00019,0.507229,0.018127,-9,1,0,0.0466,0.4,0.0009,0.39,0.1152,0.615,0,0,0,1196,10,4,0,0,0.0001,0.0038,0,7,7,0.000572,0.000225,4,2.768,0.095556,0,0.6228,0.0,0,0,38,21,0.001,0,4,4,4,2089,495990,1,0.0187,0,0,593.054,736,1,242,1,0,889,0.537357,48.4448
264,3559,2107,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5305,-0.0308,1,29.6,2,0.0,0.0,0.0,0,0,0,0,0,20,44,64,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1050,321,47786,0.00015,0.507228,0.018127,5,-2,1,0.0453,0.258,0.0006,0.3,0.1126,0.645,0,0,0,1022,4,4,0,0,0.0001,0.1106,1,1,1,0.001109,0.000115,1,1.34,0.037969,0,0.733,3e-06,1,0,79,79,0.0011,0,4,3,4,2103,495974,0,0.0,0,0,582.2807,736,1,240,0,2,878,0.549813,39.9876
265,3558,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5219,-0.0086,1,29.5,2,0.0,0.0,0.0,0,0,0,0,0,20,44,64,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1111,370,48499,0.00022,0.507228,0.018127,-12,-3,0,0.0461,0.324,0.0004,0.42,0.1145,0.68,0,0,0,904,4,4,0,0,0.0001,0.0038,0,0,0,0.000264,0.0,1,0.56,0.038186,0,0.6246,0.0,0,0,32,32,0.001,0,0,2,0,2095,495076,2,0.0682,0,0,589.0346,736,0,240,0,0,878,0.532045,46.4769
266,3556,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,-0.5219,1,29.2,2,0.0,0.0,0.0,0,0,0,0,0,17,40,57,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,979,269,48999,0.0005,0.507228,0.018127,-40,2,0,0.0472,0.424,0.0004,0.42,0.1172,0.645,0,0,0,649,7,4,0,0,0.0001,0.0038,0,2,2,0.000269,7e-05,2,1.98,0.067731,0,0.6288,0.0,0,0,60,44,0.001,0,3,1,0,2067,492552,0,0.0,0,0,581.5184,736,0,237,0,3,869,0.557708,45.5234
267,3550,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-1.0,1,28.7,2,0.0,0.0,0.0,0,0,0,0,0,16,35,51,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,618,328,45620,0.00043,0.507243,0.018127,-33,0,1,0.045,0.254,0.0,0.03,0.1124,0.635,0,0,0,487,4,0,0,0,0.0001,0.0038,0,4,4,0.000552,0.000246,0,1.182,0.038573,0,0.6284,0.0,0,0,18,12,0.001,0,3,1,0,2074,491932,0,0.0,0,0,575.0204,736,0,236,0,1,864,0.546715,42.9848
268,3544,2247,2,0,2,3,0.6667,1,0,0,0,0,0,0,0,0,1.585,1.585,1,29.4,2,0.0,0.0,0.0,0,0,0,0,0,16,35,51,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,257,253,49909,0.001813,0.507243,0.018127,173,1,0,0.0441,0.238,0.0003,0.09,0.1099,0.595,0,0,0,291,2,0,0,0,0.0001,0.0038,0,0,0,0.00022,0.0,0,0.56,0.017802,0,0.6275,0.0,0,0,0,0,0.001,0,12,3,6,2241,491010,0,0.0,0,0,582.9564,742,2,238,2,0,868,0.559534,47.0786
269,3544,2163,1,0,1,4,1.0,1,0,0,0,0,0,0,0,0,1.5,-0.085,1,29.3,2,0.0,0.0,0.0,0,0,0,0,0,13,26,39,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,336,150,51314,0.000988,0.507243,0.018127,89,-1,0,0.0469,0.234,0.0008,0.21,0.116,0.48,0,0,0,679,2,3,0,0,0.0001,0.0038,0,0,0,0.000124,0.0,1,0.56,0.018493,0,0.6275,0.0,0,0,0,0,0.001,0,13,9,7,2156,491628,0,0.0,0,0,576.0647,743,2,239,1,0,870,0.549389,43.0628
270,3544,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5488,0.0488,2,29.3,2,0.0,0.0,0.0,0,0,0,0,0,11,27,38,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,859,215,47295,0.000769,0.507191,0.01813,67,-2,1,0.0464,0.304,0.0014,0.36,0.1145,0.64,0,0,0,939,0,7,0,0,0.0001,0.0038,0,0,0,0.0,0.0,0,0.0,0.0,0,0.6275,0.0,0,0,0,0,0.001,0,9,6,7,2134,492246,0,0.0,0,0,573.4425,743,2,238,0,1,867,0.543998,45.8576
271,3540,2072,2,0,2,6,0.8333,1,0,0,0,0,0,0,0,3,1.7274,0.1786,1,29.0,2,0.0,0.0,0.0,0,0,0,0,0,8,12,20,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1653,234,47692,0.000789,0.507191,0.01813,-69,1,0,0.0488,0.396,0.0023,0.51,0.1196,0.695,0,3,0,1516,5,7,0,0,0.0002,0.1358,1,0,0,0.0,0.0,0,0.952,0.048262,0,0.7667,5e-06,1,0,28,2,0.0011,0,28,15,11,2061,492162,2,0.2885,0,0,578.1284,751,2,238,1,1,870,0.54431,45.2398
272,3537,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4949,-0.2325,1,28.4,1,0.0,0.0,0.0,0,0,0,0,0,3,6,9,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2181,201,44626,0.000998,0.507191,0.01813,-90,3,0,0.0488,0.496,0.0017,0.54,0.1197,0.67,0,1,0,2219,8,6,0,0,0.0001,0.0038,0,1,1,0.000434,0.0,4,2.206,0.07801,0,0.6298,0.0,0,0,5,5,0.001,0,9,11,3,2048,491742,1,0.1307,0,0,571.9278,746,1,237,1,2,864,0.558477,40.2735
273,3536,2103,2,0,2,5,0.45,1,0,0,0,0,0,0,0,3,1.7527,0.2578,1,29.2,1,0.0,0.0,0.0,0,0,0,0,0,4,16,20,0.0,0,1,1,0,0,2,0,0.0,0,0,0,1,0.9706,1965,277,44821,0.00048,0.507209,0.018127,-38,3,1,0.0468,0.364,0.0005,0.09,0.1162,0.66,0,0,0,1807,13,0,0,0,0.0002,0.1361,1,6,6,0.000895,0.000191,1,4.078,0.123631,0,0.7734,5e-06,1,0,92,56,0.0011,0,19,5,10,2093,490810,0,0.0,0,0,573.444,753,2,239,2,0,870,0.542794,46.8714
274,3535,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9183,0.1656,1,29.2,1,0.0,0.0,0.0,0,0,0,0,0,4,16,20,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1496,265,47947,0.00041,0.507209,0.018127,31,-4,0,0.0458,0.244,0.0007,0.18,0.1132,0.61,0,0,0,1116,5,0,0,0,0.0001,0.0035,0,2,2,0.001205,6.2e-05,1,1.692,0.04686,0,0.639,0.0,0,0,141,95,0.001,0,8,9,5,2129,489550,0,0.0,0,0,567.6608,748,1,239,0,0,870,0.533486,45.0246
275,3533,2097,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9592,0.0409,1,29.3,1,0.0,0.0,0.0,0,0,0,0,0,9,28,37,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1593,263,46905,0.00016,0.507209,0.018127,-6,3,0,0.0463,0.31,0.001,0.33,0.1141,0.675,0,0,0,1150,0,5,0,0,0.0001,0.0035,0,0,0,0.0,0.0,0,0.0,0.0,0,0.639,0.0,0,0,0,0,0.001,0,9,2,6,2091,489506,0,0.0,0,0,560.0986,749,1,237,0,2,865,0.541572,42.4022
276,3531,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9592,0.0,1,29.3,1,0.0,0.0,0.0,0,0,0,0,0,9,28,37,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2268,186,46695,0.00054,0.507186,0.018131,44,-3,1,0.0467,0.388,0.0011,0.48,0.1155,0.7,0,0,1,1471,9,5,0,0,0.0002,0.1356,3,0,0,0.0,0.0,1,2.412,0.083837,0,0.9519,1.1e-05,2,1,91,18,0.0012,0,9,2,7,2140,489006,1,0.0209,0,0,571.7192,751,2,237,1,1,865,0.54485,52.3205
277,3527,2213,1,0,1,4,0.375,1,0,0,0,0,0,0,0,3,1.9855,0.0263,1,29.3,1,0.0,0.0,0.0,0,0,0,0,0,9,28,37,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2507,223,49601,0.000759,0.507186,0.018131,66,9,0,0.047,0.31,0.001,0.15,0.1159,0.675,0,0,0,1763,10,0,0,0,0.0001,0.0039,0,4,4,0.000867,0.000321,2,3.476,0.090374,0,0.6443,0.0,0,0,131,79,0.001,0,26,16,9,2204,487800,0,0.0,0,0,568.5408,757,2,239,2,0,872,0.54603,38.8423
278,3523,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9242,-0.0613,1,28.3,1,0.0,0.0,0.0,0,0,0,0,0,9,28,37,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2185,285,47245,0.00034,0.507186,0.018131,24,4,0,0.0467,0.352,0.0021,0.3,0.1143,0.7,0,0,1,2061,9,9,0,0,0.0001,0.0106,1,0,0,0.000827,0.0,2,2.834,0.082911,0,0.6542,0.0,0,1,20,19,0.001,0,18,10,14,2157,486516,0,0.0,0,0,573.9461,762,3,238,1,2,867,0.539676,46.0209
279,3520,2042,1,0,1,5,1.25,1,0,0,0,0,0,0,0,3,1.922,-0.0022,1,29.5,1,0.0,0.0,0.0,0,0,0,0,0,10,31,41,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2400,224,48682,0.001146,0.507305,0.018128,-105,1,1,0.0498,0.362,0.0028,0.45,0.1217,0.68,0,0,0,2365,10,13,0,0,0.0001,0.0035,0,2,2,0.000783,0.000517,1,2.718,0.097942,0,0.6478,0.0,0,0,107,63,0.001,0,11,6,15,2027,486496,1,0.0796,0,0,567.304,768,3,238,1,1,866,0.528585,35.7759
280,3519,2138,1,0,1,3,0.0,1,0,0,0,0,0,0,0,3,1.9501,0.028,1,29.4,1,0.0,0.0,0.0,0,0,0,0,0,10,25,35,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2436,295,45322,0.001057,0.507305,0.018128,96,1,0,0.0488,0.432,0.0014,0.54,0.1198,0.695,0,3,0,2060,12,6,0,0,0.0001,0.0028,0,6,6,0.000949,0.000424,1,3.082,0.112253,0,0.6483,0.0,0,0,83,68,0.001,0,13,16,5,2133,484814,2,0.0665,0,0,561.7636,767,1,239,1,0,869,0.53609,45.6687
281,3510,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8339,-0.1161,2,29.5,1,0.0,0.0,0.0,0,0,0,0,0,8,32,40,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1843,279,45210,0.00052,0.507305,0.018128,42,2,0,0.0465,0.524,0.0012,0.54,0.1144,0.685,1,1,0,1668,6,7,0,0,0.0001,0.0015,0,9,9,0.000853,0.000853,0,1.766,0.057581,0,0.6489,0.0,0,0,36,26,0.001,0,20,9,6,2078,483086,0,0.0,0,0,565.3659,768,1,236,0,3,859,0.546051,51.748
282,3508,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7899,-0.044,1,29.5,1,0.0,0.0,0.0,0,0,0,0,0,10,40,50,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1547,277,46833,0.00021,0.507308,0.018129,-11,-2,1,0.0473,0.346,0.0009,0.36,0.1167,0.69,0,0,0,1311,7,4,0,0,0.0001,0.0015,0,8,8,0.000395,0.000345,1,1.512,0.068931,0,0.6499,0.0,0,0,34,26,0.001,0,13,9,2,2029,481500,2,0.1152,0,0,559.0156,769,0,236,0,0,858,0.532167,43.7044
283,3504,2176,1,0,1,3,0.8,1,0,0,0,0,0,0,0,3,1.7925,0.0026,1,29.5,1,0.0,0.0,0.0,0,0,0,0,0,9,30,39,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1631,328,47256,0.00154,0.507308,0.018129,145,0,0,0.0463,0.29,0.0005,0.06,0.1145,0.645,0,0,0,1244,7,0,0,0,0.0001,0.0025,0,4,4,0.000617,0.000617,1,2.044,0.064338,0,0.6603,0.0,0,0,201,126,0.001,0,21,6,8,2168,480530,0,0.0,0,0,556.1022,775,2,238,2,0,863,0.543082,40.7723
284,3503,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6894,-0.1031,1,28.0,1,0.0,0.0,0.0,0,0,0,0,0,9,30,39,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1395,262,48862,0.001156,0.507308,0.018129,106,-4,0,0.0461,0.37,0.0006,0.18,0.1141,0.695,0,0,0,1202,4,0,0,0,0.0001,0.0015,0,2,2,0.000586,0.000434,1,1.21,0.037436,0,0.6593,0.0,0,0,63,60,0.001,0,8,8,4,2133,480220,0,0.0,0,0,561.3907,771,1,237,0,1,860,0.531018,49.896
285,3500,2088,1,0,1,5,1.3333,1,0,0,0,0,0,0,0,3,1.8424,0.153,1,29.2,1,0.0,0.0,0.0,0,0,0,0,0,8,19,27,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1534,288,47835,0.000669,0.50727,0.018129,57,0,1,0.047,0.278,0.0014,0.33,0.1157,0.655,0,0,0,1395,3,4,0,0,0.0001,0.0015,0,5,5,0.000305,0.000305,0,1.002,0.028736,0,0.6583,0.0,0,0,9,2,0.001,0,22,9,12,2076,478808,0,0.0,0,0,565.7603,779,3,236,2,3,861,0.546782,48.8635
286,3497,2081,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8879,0.0455,1,29.3,1,0.0,0.0,0.0,0,0,0,0,0,8,19,27,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1720,319,47730,0.00017,0.50727,0.018129,-7,-6,0,0.0485,0.378,0.0012,0.36,0.1194,0.675,0,0,0,1644,4,7,0,0,0.0001,0.0076,0,0,0,0.000185,0.0,0,0.84,0.038443,0,0.6648,0.0,0,0,0,0,0.001,0,4,7,3,2078,479384,1,0.0184,0,0,547.4462,774,1,232,0,4,849,0.527969,35.7198
287,3494,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.6855,-0.2024,1,29.3,1,0.0,0.0,0.0,0,0,0,0,0,10,23,33,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2188,226,47603,0.000799,0.50727,0.018129,70,-1,0,0.047,0.372,0.0004,0.42,0.1165,0.68,0,0,0,1606,13,2,0,0,0.0001,0.0089,0,8,8,0.000324,0.000308,3,3.38,0.12048,0,0.6711,0.0,0,0,131,88,0.001,0,4,3,0,2158,478684,2,0.251,0,0,563.8213,774,0,232,0,0,849,0.55329,57.5867
288,3491,2045,1,0,1,5,0.4,1,0,0,0,0,0,0,0,3,1.3788,-0.3067,1,29.3,1,0.0,0.0,0.0,0,0,0,0,0,10,23,33,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1585,262,47905,0.00053,0.507292,0.018134,-43,-5,1,0.0452,0.272,0.0002,0.03,0.1127,0.68,0,0,0,1081,9,0,0,0,0.0002,0.198,1,9,9,0.001253,0.000388,1,2.938,0.088019,0,0.8658,1.1e-05,1,0,139,97,0.0012,0,16,6,5,2040,477500,0,0.0,0,0,552.4599,779,1,233,1,0,852,0.532522,34.9379
289,3488,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5567,0.1779,1,28.0,1,0.0,0.0,0.0,0,0,0,0,0,9,20,29,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1194,278,47817,0.0001,0.507292,0.018134,0,1,0,0.046,0.318,0.0002,0.09,0.1144,0.695,0,0,0,1016,4,0,0,0,0.0002,0.1163,1,5,5,0.000821,0.000697,0,1.12,0.03912,0,0.7905,4e-06,1,0,459,318,0.0012,0,0,2,0,2045,476840,0,0.0,0,0,550.3678,774,0,233,0,0,851,0.530152,48.0099
290,3484,2171,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,0.971,-0.5857,1,29.3,1,0.0,0.0,0.0,0,0,0,0,0,11,20,31,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,940,254,47609,0.001353,0.507292,0.018134,126,6,0,0.0452,0.308,0.0003,0.09,0.1126,0.61,0,0,0,573,6,0,0,0,0.0001,0.0078,0,3,3,0.000352,0.000268,1,1.868,0.055274,0,0.6815,0.0,0,0,13,6,0.001,0,10,3,5,2166,476716,0,0.0,0,0,546.589,779,1,233,1,1,850,0.534241,40.7293
291,3482,2001,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.4355,0.4646,1,29.1,1,0.0,0.0,0.0,0,0,0,0,0,10,13,23,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1198,290,47529,0.00054,0.507316,0.018125,-44,9,1,0.0466,0.32,0.0007,0.09,0.1153,0.685,0,0,0,963,2,0,0,0,0.0001,0.001,0,0,0,0.000541,0.0,0,0.68,0.01999,0,0.6725,0.0,0,0,7,7,0.001,0,15,6,9,1992,476182,0,0.0,0,0,556.4041,783,2,231,2,4,845,0.554032,49.2197
292,3481,2028,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.7783,0.3428,2,28.0,1,0.0,0.0,0.0,0,0,0,0,0,10,9,19,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1402,295,44951,0.00037,0.507316,0.018125,27,-6,0,0.0464,0.282,0.0008,0.09,0.1145,0.68,0,0,0,1150,2,0,0,0,0.0001,0.001,0,2,2,0.000136,1e-06,0,0.56,0.019724,0,0.6727,0.0,0,0,4,2,0.001,0,11,10,5,2023,476590,0,0.0,0,0,550.9646,779,1,230,1,2,843,0.54292,41.3887
293,3480,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8339,0.0556,2,29.1,1,0.0,0.0,0.0,0,0,0,0,0,12,10,22,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1728,251,46201,0.001334,0.507316,0.018125,124,1,0,0.048,0.35,0.0009,0.24,0.1184,0.67,0,0,0,1479,5,4,0,0,0.0002,0.1296,1,0,0,0.000159,0.0,0,1.476,0.047059,0,0.8213,5e-06,1,0,60,45,0.0011,0,7,5,4,2121,476560,0,0.0,0,0,547.4058,778,1,229,0,1,841,0.553188,43.2067
294,3477,2139,3,0,3,5,0.96,1,0,0,0,0,0,0,0,3,1.8586,0.0246,1,29.2,1,0.0,0.0,0.0,0,0,0,0,0,12,11,23,0.0,0,1,1,0,0,3,0,0.0,0,0,0,0,1.0,1857,294,46719,0.001471,0.507114,0.018139,138,-5,1,0.0475,0.36,0.0011,0.33,0.1167,0.685,0,0,0,1717,13,3,0,0,0.0001,0.0207,1,11,11,0.000464,0.000438,0,3.892,0.121551,0,0.7051,0.0,0,1,104,77,0.001,0,32,11,17,2122,474840,1,0.1523,0,0,559.2718,795,4,230,4,3,844,0.57489,41.2165
295,3473,2085,2,0,2,4,1.0,2,0,0,0,0,0,0,0,3,1.7899,-0.0686,1,29.1,1,0.0,0.0,0.0,0,0,0,0,0,8,10,18,0.0,0,2,2,0,0,1,1,0.0,0,0,1,0,1.0,1321,323,47548,0.000639,0.507114,0.018139,-54,-4,0,0.0466,0.286,0.0017,0.3,0.1141,0.69,0,0,0,1789,10,3,0,0,0.0001,0.0096,0,12,12,0.001086,0.001086,2,2.982,0.095923,0,0.6893,0.0,0,0,201,130,0.001,0,12,6,19,2066,472652,0,0.0,0,0,571.5592,797,5,230,2,2,841,0.558536,42.8776
