window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate
190,7806,4653,1,4,3,1.7002,1,670.9,4,4645,4.36,0.968,4806.6,8,1.0,17,5,7,320,0.013163,0.1038,87.9121
191,7799,4737,0,0,3,1.9387,2,659.2,0,4737,4.44,0.9869,4800.0,0,1.0,9,0,8,262,0.018115,0.1528,0.0
192,7790,4780,2,5,3,1.9132,1,661.8,8,4767,4.42,0.9962,4798.1,13,1.0,14,7,2,231,0.0181,0.1319,136.3636
193,7787,4704,0,0,3,1.9436,1,663.9,7,4697,4.41,0.9822,4789.1,7,1.0,15,4,3,233,0.017921,0.1143,107.6923
194,7784,4672,1,5,3,1.9152,1,668.4,8,4659,4.45,0.9778,4777.9,13,1.0,17,9,7,274,0.015238,0.1154,129.0323
195,7778,4710,1,5,3,1.9315,1,648.3,3,4697,4.42,0.9871,4771.5,13,1.0,19,9,7,301,0.014075,0.0991,128.7129
196,7773,4596,1,4,3,1.9671,2,657.6,16,4580,4.35,0.9666,4754.8,16,1.0,19,10,10,308,0.012952,0.0833,152.381
197,7763,4635,0,0,3,1.9498,2,660.2,3,4632,4.33,0.9772,4743.4,3,1.0,15,0,4,258,0.018493,0.1613,33.7079
198,7754,4635,1,5,3,1.9432,1,673.4,9,4621,4.42,0.9793,4733.0,14,1.0,15,10,10,303,0.014914,0.1038,152.1739
199,7746,4698,3,5,3,1.9314,1,676.2,10,4683,4.45,0.9933,4729.7,15,1.0,17,4,2,300,0.014457,0.0991,128.4404
200,7737,4671,1,3,1,1.9692,2,661.6,5,4666,4.46,0.9888,4724.1,5,1.0,17,3,3,315,0.014719,0.1196,56.8182
