seed,rate,window,k_star,J_star,eta,type_count_kstar,H_kstar,drift_kstar,flags
314,0.005,18,4,0.3233,0.4726,3,0.8167,0.5066,low_eta
314,0.005,19,1,-0.202,0.4726,1,-0.0,0.298,low_eta
314,0.005,20,4,0.2581,0.4726,2,0.7219,0.3287,low_eta
314,0.005,21,4,1.4672,0.4726,4,1.9363,0.6919,low_eta
314,0.005,22,4,1.3201,0.4726,4,1.9219,0.5592,low_eta
314,0.005,23,4,0.8539,0.4726,4,1.4466,0.5683,low_eta
314,0.005,24,4,0.2757,0.4726,4,1.352,0.0847,low_eta
314,0.005,25,4,0.2006,0.4726,4,1.2776,0.084,low_eta
456,0.005,1,2,0.1281,0.4757,4,1.2891,,"drift_missing,low_eta"
456,0.005,2,4,-0.1551,0.4757,3,0.5024,0.3425,low_eta
456,0.005,3,4,0.1374,0.4757,2,0.5917,0.3382,low_eta
456,0.005,4,4,1.5216,0.4757,4,1.9502,0.7324,low_eta
456,0.005,5,4,0.8901,0.4757,4,1.4256,0.6255,low_eta
456,0.005,6,4,-0.0542,0.4757,2,0.3912,0.3471,low_eta
456,0.005,7,4,-0.4696,0.4757,2,0.2668,0.0561,low_eta
456,0.005,8,4,-0.0156,0.4757,2,0.6194,0.1575,low_eta
456,0.005,9,4,0.1209,0.4757,2,0.8113,0.1021,low_eta
456,0.005,10,4,0.2919,0.4757,2,0.9612,0.1232,low_eta
456,0.005,11,4,0.2829,0.4757,4,1.0975,0.3464,low_eta
456,0.005,12,4,-0.0479,0.4757,2,0.5033,0.2413,low_eta
456,0.005,13,4,0.4708,0.4757,3,1.0409,0.4299,low_eta
456,0.005,14,4,0.9533,0.4757,5,1.823,0.4228,low_eta
456,0.005,15,4,0.4823,0.4757,2,0.9183,0.3565,low_eta
456,0.005,16,4,1.5521,0.4757,5,2.2359,0.6087,low_eta
456,0.005,17,4,0.8695,0.4757,3,1.2407,0.6288,low_eta
456,0.005,18,4,0.3778,0.4757,4,1.0848,0.454,low_eta
456,0.005,19,4,0.5779,0.4757,4,1.4505,0.2884,low_eta
456,0.005,20,4,0.3176,0.4757,3,0.9219,0.3957,low_eta
456,0.005,21,4,0.8762,0.4757,3,1.4355,0.4407,low_eta
456,0.005,22,4,0.7523,0.4757,2,0.9183,0.6265,low_eta
456,0.005,23,4,0.567,0.4757,4,1.1863,0.5417,low_eta
456,0.005,24,4,1.498,0.4757,4,1.9219,0.7371,low_eta
456,0.005,25,4,0.3464,0.4757,4,0.952,0.5554,low_eta
789,0.005,1,4,-0.032,0.4715,4,1.129,,"drift_missing,low_eta"
789,0.005,2,4,0.0809,0.4715,5,1.2366,0.1368,low_eta
789,0.005,3,4,-0.0014,0.4715,5,1.0912,0.1999,low_eta
789,0.005,4,4,0.8106,0.4715,4,1.5819,0.3897,low_eta
789,0.005,5,4,0.7646,0.4715,4,1.4293,0.4963,low_eta
789,0.005,6,4,0.6206,0.4715,4,1.5645,0.2171,low_eta
789,0.005,7,4,0.8901,0.4715,3,1.4355,0.4546,low_eta
789,0.005,8,4,0.6807,0.4715,2,0.8631,0.6101,low_eta
789,0.005,9,4,0.9111,0.4715,4,1.6645,0.4076,low_eta
789,0.005,10,4,1.0332,0.4715,5,1.9987,0.327,low_eta
789,0.005,11,4,0.6144,0.4715,2,0.9024,0.5045,low_eta
789,0.005,12,4,1.3422,0.4715,4,1.8062,0.697,low_eta
789,0.005,13,4,0.6999,0.4715,4,1.4911,0.3698,low_eta
789,0.005,14,4,0.3451,0.4715,4,1.0239,0.4822,low_eta
789,0.005,15,4,-0.164,0.4715,1,-0.0,0.336,low_eta
789,0.005,16,4,0.2246,0.4715,5,1.1732,0.3439,low_eta
789,0.005,17,4,0.3253,0.4715,4,1.2679,0.2184,low_eta
789,0.005,18,4,0.4892,0.4715,5,1.3685,0.4132,low_eta
789,0.005,19,4,0.1158,0.4715,2,0.469,0.4393,low_eta
789,0.005,20,4,0.8923,0.4715,3,1.371,0.5213,low_eta
789,0.005,21,4,0.2162,0.4715,2,0.4855,0.5232,low_eta
789,0.005,22,4,1.1883,0.4715,3,1.5567,0.6316,low_eta
789,0.005,23,4,1.5059,0.4715,5,2.156,0.6424,low_eta
789,0.005,24,4,0.7093,0.4715,3,1.1568,0.5525,low_eta
789,0.005,25,4,0.9464,0.4715,4,1.6894,0.418,low_eta
999,0.005,1,4,-0.26,0.467,4,0.901,,"drift_missing,low_eta"
999,0.005,2,4,-0.0053,0.467,5,1.0767,0.2105,low_eta
999,0.005,3,4,0.0813,0.467,4,1.0748,0.1675,low_eta
999,0.005,4,4,-0.028,0.467,3,0.569,0.403,low_eta
999,0.005,5,4,0.3777,0.467,4,1.1863,0.3524,low_eta
999,0.005,6,4,0.2243,0.467,2,0.7496,0.2672,low_eta
999,0.005,7,4,0.5638,0.467,3,1.2871,0.2767,low_eta
999,0.005,8,4,0.601,0.467,4,1.2611,0.5009,low_eta
999,0.005,9,4,0.1361,0.467,3,0.8031,0.333,low_eta
999,0.005,10,4,0.732,0.467,4,1.6106,0.2824,low_eta
999,0.005,11,4,0.7795,0.467,3,1.2516,0.5279,low_eta
999,0.005,12,4,0.9964,0.467,4,1.8512,0.3062,low_eta
999,0.005,13,4,0.6393,0.467,4,1.6153,0.185,low_eta
999,0.005,14,4,0.4778,0.467,5,1.4966,0.2737,low_eta
999,0.005,15,4,0.4907,0.467,2,0.7642,0.519,low_eta
999,0.005,16,4,1.6191,0.467,5,2.1972,0.7144,low_eta
999,0.005,17,4,0.89,0.467,4,1.4911,0.5599,low_eta
999,0.005,18,4,0.5285,0.467,5,1.585,0.236,low_eta
999,0.005,19,4,0.2342,0.467,2,0.65,0.3767,low_eta
999,0.005,20,4,0.5294,0.467,4,1.2934,0.397,low_eta
999,0.005,21,4,0.317,0.467,4,1.4256,0.0524,low_eta
999,0.005,22,4,0.7572,0.467,3,1.4618,0.2954,low_eta
999,0.005,23,4,0.7904,0.467,2,0.9183,0.6646,low_eta
999,0.005,24,4,1.1126,0.467,5,1.9878,0.4173,low_eta
999,0.005,25,4,0.7206,0.467,3,1.36,0.3606,low_eta
1337,0.005,1,2,-0.406,0.4863,4,0.755,,"drift_missing,low_eta"
1337,0.005,2,4,-0.165,0.4863,3,0.5503,0.2847,low_eta
1337,0.005,3,4,0.5038,0.4863,4,1.2913,0.3735,low_eta
1337,0.005,4,4,0.5072,0.4863,5,1.6137,0.186,low_eta
1337,0.005,5,4,0.2757,0.4863,2,0.65,0.4182,low_eta
1337,0.005,6,4,0.3187,0.4863,3,1.0613,0.2574,low_eta
1337,0.005,7,4,-0.1286,0.4863,1,-0.0,0.3714,low_eta
1337,0.005,8,0,-0.5,0.4863,1,-0.0,0.0,low_eta
1337,0.005,9,4,0.9993,0.4863,5,1.7635,0.5283,low_eta
1337,0.005,10,4,0.4796,0.4863,5,1.5055,0.2666,low_eta
1337,0.005,11,4,0.6945,0.4863,5,1.8022,0.1848,low_eta
1337,0.005,12,4,0.6812,0.4863,3,1.1981,0.4831,low_eta
1337,0.005,13,4,0.7681,0.4863,4,1.352,0.5771,low_eta
1337,0.005,14,4,0.42,0.4863,4,1.2366,0.3444,low_eta
1337,0.005,15,4,0.496,0.4863,4,1.3605,0.2965,low_eta
1337,0.005,16,4,0.817,0.4863,3,1.2988,0.5182,low_eta
1337,0.005,17,4,0.4195,0.4863,4,1.352,0.2285,low_eta
1337,0.005,18,4,0.8918,0.4863,4,1.6106,0.4422,low_eta
1337,0.005,19,4,0.5244,0.4863,4,1.4047,0.2807,low_eta
1337,0.005,20,4,0.45,0.4863,2,0.7219,0.5206,low_eta
1337,0.005,21,4,0.5363,0.4863,3,1.0613,0.475,low_eta
1337,0.005,22,4,0.6386,0.4863,3,1.2516,0.387,low_eta
1337,0.005,23,4,0.887,0.4863,5,1.7947,0.3848,low_eta
1337,0.005,24,4,0.7494,0.4863,4,1.5488,0.3616,low_eta
1337,0.005,25,4,0.7144,0.4863,4,1.4832,0.3922,low_eta
2024,0.005,1,4,-0.1609,0.4776,5,1.1316,,"drift_missing,low_eta"
2024,0.005,2,4,0.1047,0.4776,5,1.3109,0.0863,low_eta
2024,0.005,3,4,0.1509,0.4776,4,1.1297,0.1822,low_eta
2024,0.005,4,4,0.5055,0.4776,5,1.5589,0.2391,low_eta
2024,0.005,5,4,0.2525,0.4776,2,0.65,0.395,low_eta
2024,0.005,6,4,-0.1532,0.4776,2,0.6292,0.0101,low_eta
2024,0.005,7,4,0.9,0.4776,5,1.7332,0.4593,low_eta
2024,0.005,8,4,-0.044,0.4776,2,0.2975,0.451,low_eta
2024,0.005,9,4,0.4417,0.4776,2,0.9183,0.3159,low_eta
2024,0.005,10,4,1.2428,0.4776,4,1.9251,0.4787,low_eta
2024,0.005,11,4,0.1075,0.4776,3,0.6144,0.4931,low_eta
2024,0.005,12,4,0.4242,0.4776,4,1.3245,0.2607,low_eta
2024,0.005,13,2,0.0835,0.4776,3,0.9864,0.0971,low_eta
2024,0.005,14,4,0.2737,0.4776,2,0.6292,0.437,low_eta
2024,0.005,15,4,1.6271,0.4776,5,2.1997,0.7199,low_eta
2024,0.005,16,4,1.1257,0.4776,4,1.8554,0.4313,low_eta
2024,0.005,17,2,0.6949,0.4776,3,1.2516,0.4433,low_eta
2024,0.005,18,2,-0.0631,0.4776,1,-0.0,0.4369,low_eta
2024,0.005,19,4,0.2694,0.4776,4,1.0892,0.3412,low_eta
2024,0.005,20,4,-0.0538,0.4776,3,0.549,0.3972,low_eta
2024,0.005,21,4,-0.2359,0.4776,2,0.2864,0.2702,low_eta
2024,0.005,22,4,0.7747,0.4776,4,1.4568,0.4789,low_eta
2024,0.005,23,4,0.7439,0.4776,4,1.4911,0.4138,low_eta
2024,0.005,24,4,1.0496,0.4776,4,1.6577,0.5529,low_eta
2024,0.005,25,4,0.2648,0.4776,3,0.9913,0.2735,low_eta
